Id,Rainfall,Temperature,Humidity,Water,Day,Mean,Date
1295,985,27,13,1148,7,804,10-Aug-09
1296,670,27,17,1017,1,805,11-Aug-09
1297,782,25,22,924,2,809,12-Aug-09
1298,1175,23,25,497,3,799,13-Aug-09
1299,1376,23,18,542,4,793,14-Aug-09
1300,1353,19,15,537,5,810,15-Aug-09
1301,974,26,18,1065,6,802,16-Aug-09
1302,504,29,10,1179,7,807,17-Aug-09
1303,565,33,23,949,1,809,18-Aug-09
1304,825,30,19,926,2,804,19-Aug-09
1305,1487,20,25,568,3,808,20-Aug-09
1306,1396,19,18,615,4,800,21-Aug-09
1307,1314,20,19,584,5,796,22-Aug-09
1308,833,27,19,1113,6,795,23-Aug-09
1309,614,25,23,1046,7,807,24-Aug-09
1310,1066,20,18,520,1,807,25-Aug-09
1311,1086,23,21,478,2,805,26-Aug-09
1312,1128,19,11,580,3,806,27-Aug-09
1313,637,29,19,1011,4,805,28-Aug-09
1314,909,34,23,941,5,803,29-Aug-09
1315,699,30,25,1072,6,791,30-Aug-09
1316,1152,21,14,696,7,806,31-Aug-09
1317,999,28,25,927,1,799,01-Sep-09
1318,609,30,21,937,2,807,02-Sep-09
1319,681,33,12,992,3,809,03-Sep-09
1320,726,29,15,998,4,790,04-Sep-09
1321,1228,20,20,497,5,795,05-Sep-09
1322,1113,22,19,728,6,802,06-Sep-09
1323,1048,19,22,689,7,810,07-Sep-09
1324,1295,23,18,528,1,804,08-Sep-09
1325,1149,20,23,492,2,792,09-Sep-09
1326,592,27,18,1015,3,792,10-Sep-09
1327,880,34,22,908,4,794,11-Sep-09
1328,1375,20,18,543,5,806,12-Sep-09
1329,665,28,14,1118,6,798,13-Sep-09
1330,925,34,25,1038,7,804,14-Sep-09
1331,972,29,10,932,1,790,15-Sep-09
1332,1316,23,13,528,2,800,16-Sep-09
1333,714,30,22,924,3,805,17-Sep-09
1334,877,28,18,941,4,804,18-Sep-09
1335,1447,20,19,564,5,808,19-Sep-09
1336,1426,20,13,634,6,791,20-Sep-09
1337,707,26,16,1058,7,800,21-Sep-09
1338,957,26,19,928,1,804,22-Sep-09
1339,1330,20,25,519,2,807,23-Sep-09
1340,988,28,12,979,3,807,24-Sep-09
1341,517,27,13,939,4,800,25-Sep-09
1342,1167,23,11,514,5,798,26-Sep-09
1343,1179,21,15,630,6,803,27-Sep-09
1344,1321,20,13,711,7,805,28-Sep-09
1345,1105,20,20,524,1,804,29-Sep-09
1346,1264,19,19,559,2,794,30-Sep-09
1347,1045,20,18,609,3,791,01-Oct-09
1348,1294,19,23,500,4,794,02-Oct-09
1349,1055,23,20,528,5,797,03-Oct-09
1350,626,32,12,1081,6,806,04-Oct-09
1351,931,34,22,1057,7,795,05-Oct-09
1352,1480,21,16,542,1,791,06-Oct-09
1353,984,34,17,1010,2,809,07-Oct-09
1354,1175,21,19,602,3,796,08-Oct-09
1355,1499,23,17,527,4,802,09-Oct-09
1356,837,30,14,1009,5,795,10-Oct-09
1357,1488,23,14,764,6,802,11-Oct-09
1358,764,33,24,1128,7,792,12-Oct-09
1359,1004,22,24,523,1,809,13-Oct-09
1360,911,30,21,937,2,805,14-Oct-09
1361,1359,21,20,538,3,800,15-Oct-09
1362,1394,21,25,569,4,809,16-Oct-09
1363,1035,20,17,539,5,801,17-Oct-09
1364,1030,21,18,755,6,800,18-Oct-09
1365,1206,21,21,723,7,800,19-Oct-09
1366,1046,21,10,612,1,808,20-Oct-09
1367,913,33,24,962,2,806,21-Oct-09
1368,938,33,15,950,3,795,22-Oct-09
1369,507,30,16,987,4,795,23-Oct-09
1370,1132,21,18,599,5,799,24-Oct-09
1371,860,32,24,1090,6,803,25-Oct-09
1372,1391,23,23,683,7,808,26-Oct-09
1373,879,34,13,964,1,804,27-Oct-09
1374,647,34,23,944,2,795,28-Oct-09
1375,955,25,22,951,3,808,29-Oct-09
1376,882,26,14,974,4,798,30-Oct-09
1377,959,25,14,990,5,794,31-Oct-09
1378,615,31,23,1076,6,793,01-Nov-09
1379,966,32,10,1175,7,802,02-Nov-09
1380,670,30,11,931,1,793,03-Nov-09
1381,617,32,18,1013,2,792,04-Nov-09
1382,828,34,20,914,3,801,05-Nov-09
1383,585,25,15,933,4,808,06-Nov-09
1384,690,26,11,1008,5,804,07-Nov-09
1385,518,31,11,1115,6,793,08-Nov-09
1386,519,26,23,1111,7,810,09-Nov-09
1387,512,25,15,944,1,790,10-Nov-09
1388,844,31,11,936,2,799,11-Nov-09
1389,1206,20,12,559,3,799,12-Nov-09
1390,1031,23,20,493,4,808,13-Nov-09
1391,871,28,12,939,5,799,14-Nov-09
1392,507,25,24,1028,6,790,15-Nov-09
1393,834,29,25,1065,7,791,16-Nov-09
1394,999,33,13,957,1,795,17-Nov-09
1395,823,29,18,1010,2,795,18-Nov-09
1396,576,26,22,881,3,808,19-Nov-09
1397,576,28,21,940,4,798,20-Nov-09
1398,1257,22,12,580,5,795,21-Nov-09
1399,1094,20,13,669,6,805,22-Nov-09
1400,818,30,10,1088,7,796,23-Nov-09
1401,907,25,13,920,1,808,24-Nov-09
1402,896,32,17,945,2,803,25-Nov-09
1403,1031,23,10,529,3,792,26-Nov-09
1404,690,33,22,897,4,808,27-Nov-09
1405,1206,23,11,611,5,805,28-Nov-09
1406,1254,21,16,735,6,809,29-Nov-09
1407,1350,23,19,752,7,792,30-Nov-09
1408,890,28,10,979,1,796,01-Dec-09
1409,1383,19,21,557,2,796,02-Dec-09
1410,653,25,11,950,3,791,03-Dec-09
1411,1187,19,25,504,4,804,04-Dec-09
1412,1232,22,11,750,6,799,05-Dec-09
1413,870,33,18,1171,7,806,06-Dec-09
1414,783,27,14,943,1,804,07-Dec-09
1415,971,34,14,948,2,799,08-Dec-09
1416,907,30,24,895,3,800,09-Dec-09
1417,1047,20,22,533,4,794,10-Dec-09
1418,1009,21,12,576,5,805,11-Dec-09
1419,871,25,12,1064,6,802,12-Dec-09
1420,913,31,19,1079,7,806,13-Dec-09
1421,920,33,12,1002,1,807,14-Dec-09
1422,916,33,18,1012,2,790,15-Dec-09
1423,721,30,16,955,3,798,16-Dec-09
1424,1162,23,12,523,4,807,17-Dec-09
1425,850,30,10,989,5,795,18-Dec-09
1426,902,32,13,1055,6,791,19-Dec-09
1427,1043,20,24,651,7,794,20-Dec-09
1428,1054,22,21,552,1,806,21-Dec-09
1429,991,30,20,946,2,801,22-Dec-09
1430,1069,19,13,561,3,795,23-Dec-09
1431,677,34,22,929,4,794,24-Dec-09
1432,523,31,24,916,5,805,25-Dec-09
1433,778,30,18,1177,6,791,26-Dec-09
1434,1457,23,19,782,7,810,27-Dec-09
1435,1356,19,13,581,1,803,28-Dec-09
1436,997,33,15,927,2,804,29-Dec-09
1437,570,32,12,959,3,805,30-Dec-09
1438,558,33,14,1013,4,808,31-Dec-09
1439,971,26,24,930,5,803,01-Jan-10
1440,931,28,16,1168,6,808,02-Jan-10
1441,1264,22,22,711,7,808,03-Jan-10
1442,747,32,18,991,1,795,04-Jan-10
1443,524,34,14,916,2,804,05-Jan-10
1444,1250,19,16,570,3,803,06-Jan-10
1445,743,30,12,939,4,796,07-Jan-10
1446,866,29,13,925,5,801,08-Jan-10
1447,740,34,22,1031,6,799,09-Jan-10
1448,1385,23,20,645,7,793,10-Jan-10
1449,856,25,17,975,1,800,11-Jan-10
1450,625,31,14,994,2,799,12-Jan-10
1451,1090,19,17,606,3,810,13-Jan-10
1452,1181,21,12,580,4,791,14-Jan-10
1453,1349,20,15,609,5,805,15-Jan-10
1454,967,32,12,1157,6,805,16-Jan-10
1455,1100,20,23,650,7,797,17-Jan-10
1456,1422,21,25,492,1,796,18-Jan-10
1457,1420,20,20,500,2,810,19-Jan-10
1458,1422,23,13,540,3,793,20-Jan-10
1459,1344,19,16,535,4,795,21-Jan-10
1460,970,31,13,952,5,801,22-Jan-10
1461,907,26,19,1106,6,806,23-Jan-10
1462,1380,22,21,726,7,796,24-Jan-10
1463,805,30,24,873,1,798,25-Jan-10
1464,538,26,10,956,2,809,26-Jan-10
1465,506,28,19,929,3,803,27-Jan-10
1466,1237,23,24,509,4,800,28-Jan-10
1467,617,31,21,938,5,797,29-Jan-10
1468,770,29,23,1081,6,810,30-Jan-10
1469,616,29,17,1201,7,805,31-Jan-10
1470,781,26,19,973,1,790,01-Feb-10
1471,1205,19,24,501,2,801,02-Feb-10
1472,735,30,11,951,3,798,03-Feb-10
1473,576,32,13,917,4,806,04-Feb-10
1474,550,26,15,997,5,794,05-Feb-10
1475,946,31,25,1066,6,801,06-Feb-10
1476,737,34,21,1138,7,809,07-Feb-10
1477,967,30,20,957,1,799,08-Feb-10
1478,598,25,22,936,2,808,09-Feb-10
1479,543,29,15,984,3,798,10-Feb-10
1480,1171,22,21,479,4,803,11-Feb-10
1481,1095,19,21,522,5,791,12-Feb-10
1482,1146,21,18,718,6,803,13-Feb-10
1483,1448,20,24,622,7,796,14-Feb-10
1484,648,32,19,962,1,809,15-Feb-10
1485,966,29,22,902,2,792,16-Feb-10
1486,1290,22,13,524,3,799,17-Feb-10
1487,847,25,18,925,4,803,18-Feb-10
1488,648,32,18,948,5,795,19-Feb-10
1489,832,26,17,1097,6,805,20-Feb-10
1490,624,31,10,1164,7,790,21-Feb-10
1491,941,30,14,981,1,794,22-Feb-10
1492,678,34,20,900,2,794,23-Feb-10
1493,541,26,23,917,3,790,24-Feb-10
1494,801,32,12,948,4,810,25-Feb-10
1495,540,31,22,971,5,793,26-Feb-10
1496,1406,22,19,754,6,805,27-Feb-10
1497,1433,20,23,714,7,807,28-Feb-10
1498,1293,21,15,560,1,803,01-Mar-10
1499,1019,20,25,561,2,800,02-Mar-10
1500,1346,23,14,572,3,795,03-Mar-10
1501,662,31,22,961,4,799,04-Mar-10
1502,1052,23,14,617,5,799,05-Mar-10
1503,554,25,16,1157,6,808,06-Mar-10
1504,1145,23,23,714,7,797,07-Mar-10
1505,1157,22,14,571,1,808,08-Mar-10
1506,1367,23,24,515,2,804,09-Mar-10
1507,839,30,20,903,3,799,10-Mar-10
1508,1195,21,17,612,4,805,11-Mar-10
1509,561,34,11,1008,5,795,12-Mar-10
1510,1470,19,11,749,6,808,13-Mar-10
1511,1289,22,18,739,7,793,14-Mar-10
1512,908,30,23,961,1,794,15-Mar-10
1513,804,33,11,1007,2,806,16-Mar-10
1514,868,33,21,971,3,805,17-Mar-10
1515,555,31,13,958,4,801,18-Mar-10
1516,1171,21,25,531,5,800,19-Mar-10
1517,1428,23,10,757,6,799,20-Mar-10
1518,850,29,19,1033,7,798,21-Mar-10
1519,1030,21,10,542,1,792,22-Mar-10
1520,1142,20,13,595,2,802,23-Mar-10
1521,946,26,20,893,3,799,24-Mar-10
1522,1079,22,16,549,4,800,25-Mar-10
1523,934,27,19,930,5,795,26-Mar-10
1524,990,25,24,1031,6,805,27-Mar-10
1525,1496,23,15,745,7,806,28-Mar-10
1526,1280,23,20,566,1,790,29-Mar-10
1527,1118,22,16,551,2,800,30-Mar-10
1528,549,32,19,974,3,802,31-Mar-10
1529,1400,23,24,566,4,791,01-Apr-10
1530,1192,23,15,606,5,805,02-Apr-10
1531,1430,20,22,689,6,810,03-Apr-10
1532,764,28,14,1149,7,807,04-Apr-10
1533,979,29,18,966,1,808,05-Apr-10
1534,1003,23,14,602,2,808,06-Apr-10
1535,1270,23,12,541,3,802,07-Apr-10
1536,1248,23,20,497,4,797,08-Apr-10
1537,1279,19,22,505,5,806,09-Apr-10
1538,704,33,23,1071,6,792,10-Apr-10
1539,848,30,25,1118,7,791,11-Apr-10
1540,753,27,23,962,1,810,12-Apr-10
1541,1231,20,24,530,2,800,13-Apr-10
1542,1368,22,17,531,3,794,14-Apr-10
1543,655,32,15,1004,4,808,15-Apr-10
1544,559,33,13,970,5,801,16-Apr-10
1545,590,27,15,1101,6,809,17-Apr-10
1546,776,29,13,1074,7,801,18-Apr-10
1547,1234,23,11,587,1,802,19-Apr-10
1548,946,29,16,992,2,796,20-Apr-10
1549,795,32,17,932,3,805,21-Apr-10
1550,966,32,11,941,4,804,22-Apr-10
1551,1457,22,15,529,5,793,23-Apr-10
1552,1212,21,23,682,6,800,24-Apr-10
1553,828,33,21,1069,7,796,25-Apr-10
1554,556,26,19,986,1,806,26-Apr-10
1555,1413,20,11,540,2,790,27-Apr-10
1556,1027,19,24,486,3,799,28-Apr-10
1557,911,34,20,887,4,804,29-Apr-10
1558,1392,21,12,581,5,803,30-Apr-10
1559,676,26,16,1106,6,808,01-May-10
1560,910,29,11,1151,7,807,02-May-10
1561,1018,20,20,498,1,792,03-May-10
1562,1309,22,17,531,2,792,04-May-10
1563,1037,21,19,552,3,809,05-May-10
1564,866,28,16,981,4,791,06-May-10
1565,1344,21,13,521,5,800,07-May-10
1566,593,30,22,1032,6,801,08-May-10
1567,554,26,23,1063,7,794,09-May-10
1568,542,30,17,930,1,799,10-May-10
1569,1232,20,15,583,2,795,11-May-10
1570,513,32,25,895,3,791,12-May-10
1571,815,27,15,922,4,801,13-May-10
1572,515,28,22,944,5,802,14-May-10
1573,1334,22,13,747,6,799,15-May-10
1574,546,33,24,1098,7,805,16-May-10
1575,1187,23,23,499,1,804,17-May-10
1576,903,28,21,957,2,794,18-May-10
1577,830,26,11,958,3,808,19-May-10
1578,695,30,16,922,4,798,20-May-10
1579,745,30,21,965,5,804,21-May-10
1580,1337,20,17,789,7,810,22-May-10
1581,911,28,25,937,1,804,23-May-10
1582,745,25,25,940,2,804,24-May-10
1583,698,25,24,882,3,796,25-May-10
1584,764,33,16,1009,4,793,26-May-10
1585,1020,21,24,498,5,790,27-May-10
1586,737,33,20,1066,6,792,28-May-10
1587,518,30,16,1081,7,800,29-May-10
1588,802,25,15,974,1,801,30-May-10
1589,1482,19,16,545,2,809,31-May-10
1590,1046,19,17,541,3,791,01-Jun-10
1591,1487,20,13,530,4,793,02-Jun-10
1592,1246,20,20,485,5,800,03-Jun-10
1593,1194,22,14,729,6,806,04-Jun-10
1594,956,28,14,1104,7,791,05-Jun-10
1595,1462,21,21,556,1,807,06-Jun-10
1596,1063,23,20,556,2,790,07-Jun-10
1597,1289,21,11,533,3,793,08-Jun-10
1598,814,27,14,939,4,796,09-Jun-10
1599,1331,23,17,542,5,800,10-Jun-10
1600,558,34,12,1114,6,799,11-Jun-10
1601,1167,19,23,670,7,790,12-Jun-10
1602,1070,19,11,612,1,799,13-Jun-10
1603,1021,19,15,552,2,810,14-Jun-10
1604,631,27,19,936,3,804,15-Jun-10
1605,1140,20,20,488,4,809,16-Jun-10
1606,1473,19,24,488,5,805,17-Jun-10
1607,805,33,14,1149,6,791,18-Jun-10
1608,1020,23,18,775,7,791,19-Jun-10
1609,1114,19,15,563,1,799,20-Jun-10
1610,1451,22,24,523,2,802,21-Jun-10
1611,647,31,22,947,3,803,22-Jun-10
1612,1440,23,20,490,4,791,23-Jun-10
1613,578,26,16,937,5,791,24-Jun-10
1614,631,29,23,1164,6,809,25-Jun-10
1615,586,28,17,1086,7,801,26-Jun-10
1616,1035,21,17,559,1,807,27-Jun-10
1617,1345,21,20,563,2,793,28-Jun-10
1618,576,31,21,958,3,799,29-Jun-10
1619,805,25,15,926,4,801,30-Jun-10
1620,1478,19,12,535,5,800,01-Jul-10
1621,867,30,15,1064,6,805,02-Jul-10
1622,531,30,22,1108,7,796,03-Jul-10
1623,963,33,12,962,1,804,04-Jul-10
1624,988,33,18,992,2,803,05-Jul-10
1625,1305,22,20,570,3,791,06-Jul-10
1626,1010,21,15,613,4,806,07-Jul-10
1627,528,26,25,959,5,791,08-Jul-10
1628,973,27,20,1105,6,804,09-Jul-10
1629,1140,20,13,764,7,796,10-Jul-10
1630,1310,22,17,527,1,807,11-Jul-10
1631,574,30,25,959,2,799,12-Jul-10
1632,938,30,23,910,3,802,13-Jul-10
1633,1121,23,24,490,4,790,14-Jul-10
1634,1159,21,12,520,5,797,15-Jul-10
1635,1315,22,20,665,6,793,16-Jul-10
1636,1059,21,24,651,7,805,17-Jul-10
1637,580,26,17,1015,1,809,18-Jul-10
1638,1213,20,15,571,2,802,19-Jul-10
1639,703,25,25,901,3,804,20-Jul-10
1640,1493,22,13,599,4,809,21-Jul-10
1641,1309,22,11,533,5,794,22-Jul-10
1642,1066,19,24,673,6,795,23-Jul-10
1643,955,27,21,1136,7,800,24-Jul-10
1644,1282,23,21,493,1,799,25-Jul-10
1645,571,34,15,1005,2,805,26-Jul-10
1646,774,30,12,1001,3,803,27-Jul-10
1647,1457,21,20,505,4,797,28-Jul-10
1648,1016,21,10,588,5,792,29-Jul-10
1649,845,29,14,1072,6,805,30-Jul-10
1650,1177,22,15,744,7,802,31-Jul-10
1651,1181,22,13,528,1,791,01-Aug-10
1652,715,33,13,915,2,795,02-Aug-10
1653,580,27,15,997,3,796,03-Aug-10
1654,566,31,25,886,4,796,04-Aug-10
1655,994,32,19,923,5,801,05-Aug-10
1656,1492,20,10,677,6,800,06-Aug-10
1657,618,29,19,1092,7,803,07-Aug-10
1658,1019,23,25,513,1,792,08-Aug-10
1659,1306,22,18,569,2,794,09-Aug-10
1660,935,25,16,980,3,801,10-Aug-10
1661,982,30,14,922,4,797,11-Aug-10
1662,612,26,14,997,5,803,12-Aug-10
1663,1195,22,16,666,6,791,13-Aug-10
1664,650,29,16,1099,7,808,14-Aug-10
1665,1084,19,18,529,1,799,15-Aug-10
1666,716,30,19,959,2,795,16-Aug-10
1667,1354,21,13,543,3,804,17-Aug-10
1668,1229,19,18,587,4,791,18-Aug-10
1669,923,29,21,971,5,805,19-Aug-10
1670,655,31,20,1052,6,795,20-Aug-10
1671,680,28,21,1087,7,795,21-Aug-10
1672,941,26,20,965,1,808,22-Aug-10
1673,1199,22,18,583,2,799,23-Aug-10
1674,1104,23,19,561,3,798,24-Aug-10
1675,770,28,21,960,4,795,25-Aug-10
1676,1437,22,16,601,5,792,26-Aug-10
1677,823,27,24,1059,6,793,27-Aug-10
1678,765,25,14,1065,7,808,28-Aug-10
1679,531,31,10,943,1,808,29-Aug-10
1680,837,30,19,952,2,798,30-Aug-10
1681,747,29,13,970,3,805,31-Aug-10
1682,739,30,13,929,4,809,01-Sep-10
1683,1266,21,13,551,5,802,02-Sep-10
1684,757,31,11,1099,6,795,03-Sep-10
1685,702,29,22,986,7,804,04-Sep-10
1686,577,30,21,968,1,804,05-Sep-10
1687,1205,22,12,570,2,799,06-Sep-10
1688,1276,22,24,524,3,810,07-Sep-10
1689,861,32,20,920,4,810,08-Sep-10
1690,985,27,13,987,5,805,09-Sep-10
1691,1098,20,19,666,6,809,10-Sep-10
1692,858,27,23,1054,7,800,11-Sep-10
1693,637,29,16,977,1,810,12-Sep-10
1694,570,32,15,1003,2,796,13-Sep-10
1695,1387,23,24,565,3,800,14-Sep-10
1696,1286,23,16,614,4,804,15-Sep-10
1697,1241,23,25,477,5,802,16-Sep-10
1698,1037,19,23,716,6,797,17-Sep-10
1699,1365,22,13,757,7,802,18-Sep-10
1700,1287,19,21,566,1,809,19-Sep-10
1701,688,30,23,966,2,800,20-Sep-10
1702,771,26,12,929,3,800,21-Sep-10
1703,1001,20,13,550,4,792,22-Sep-10
1704,1411,23,15,537,5,799,23-Sep-10
1705,567,30,18,1162,6,800,24-Sep-10
1706,1442,19,18,668,7,803,25-Sep-10
1707,1143,23,16,613,1,794,26-Sep-10
1708,882,25,21,879,2,797,27-Sep-10
1709,854,34,13,922,3,800,28-Sep-10
1710,1273,19,10,547,4,793,29-Sep-10
1711,748,34,14,952,5,791,30-Sep-10
1712,1080,22,22,622,6,790,01-Oct-10
1713,637,29,12,1073,7,809,02-Oct-10
1714,1010,20,18,519,1,796,03-Oct-10
1715,1241,22,11,593,2,800,04-Oct-10
1716,1440,19,14,559,3,791,05-Oct-10
1717,944,25,25,890,4,793,06-Oct-10
1718,1105,23,20,553,5,805,07-Oct-10
1719,657,25,20,1052,6,805,08-Oct-10
1720,765,34,25,1118,7,794,09-Oct-10
1721,1495,22,13,553,1,805,10-Oct-10
1722,1365,23,21,547,2,798,11-Oct-10
1723,542,30,13,992,3,799,12-Oct-10
1724,1394,21,18,559,4,810,13-Oct-10
1725,1026,20,10,607,5,805,14-Oct-10
1726,1179,20,12,682,6,808,15-Oct-10
1727,925,26,14,1108,7,803,16-Oct-10
1728,1229,20,17,579,1,791,17-Oct-10
1729,506,33,10,939,2,806,18-Oct-10
1730,667,34,10,986,3,797,19-Oct-10
1731,704,33,19,1003,4,791,20-Oct-10
1732,1377,20,24,572,5,794,21-Oct-10
1733,812,25,16,1108,6,806,22-Oct-10
1734,523,27,25,1127,7,806,23-Oct-10
1735,1130,19,14,604,1,796,24-Oct-10
1736,745,29,14,929,2,805,25-Oct-10
1737,1037,21,15,612,3,796,26-Oct-10
1738,1178,23,21,526,4,800,27-Oct-10
1739,1368,22,15,525,5,793,28-Oct-10
1740,623,31,12,1092,6,790,29-Oct-10
1741,894,25,13,1107,7,806,30-Oct-10
1742,1310,22,12,592,1,810,31-Oct-10
1743,1191,21,13,562,2,795,01-Nov-10
1744,1422,21,18,591,3,796,02-Nov-10
1745,1170,21,20,537,4,794,03-Nov-10
1746,536,32,16,982,5,803,04-Nov-10
1747,1145,20,14,801,6,790,05-Nov-10
1748,999,30,21,889,1,807,06-Nov-10
1749,1367,19,10,571,2,798,07-Nov-10
1750,553,31,17,986,3,807,08-Nov-10
1751,653,34,22,887,4,806,09-Nov-10
1752,603,33,25,946,5,802,10-Nov-10
1753,1190,20,18,684,6,791,11-Nov-10
1754,512,34,24,1097,7,801,12-Nov-10
1755,1117,20,10,525,1,798,13-Nov-10
1756,1248,20,25,544,2,810,14-Nov-10
1757,805,31,23,893,3,790,15-Nov-10
1758,1428,21,13,582,4,808,16-Nov-10
1759,1099,21,11,606,5,805,17-Nov-10
1760,917,32,11,1156,6,805,18-Nov-10
1761,1436,20,17,661,7,792,19-Nov-10
1762,1206,19,11,547,1,807,20-Nov-10
1763,1455,23,13,576,2,807,21-Nov-10
1764,689,30,10,913,3,793,22-Nov-10
1765,1130,21,21,490,4,797,23-Nov-10
1766,1251,22,14,575,5,806,24-Nov-10
1767,522,31,19,1151,6,806,25-Nov-10
1768,1364,20,23,710,7,798,26-Nov-10
1769,685,34,17,941,1,805,27-Nov-10
1770,954,29,11,938,2,795,28-Nov-10
1771,1358,22,14,598,3,802,29-Nov-10
1772,1369,23,14,591,4,796,30-Nov-10
1773,740,25,23,947,5,795,01-Dec-10
1774,1117,23,22,727,6,790,02-Dec-10
1775,1303,19,14,665,7,800,03-Dec-10
1776,792,26,20,883,1,793,04-Dec-10
1777,1331,19,21,552,2,792,05-Dec-10
1778,588,33,12,1006,3,790,06-Dec-10
1779,656,32,14,957,4,804,07-Dec-10
1780,1207,20,23,561,5,808,08-Dec-10
1781,684,28,17,1099,6,790,09-Dec-10
1782,1336,23,14,729,7,793,10-Dec-10
1783,1304,19,24,482,1,796,11-Dec-10
1784,612,28,18,922,2,798,12-Dec-10
1785,1003,20,14,561,3,800,13-Dec-10
1786,1295,21,17,576,4,797,14-Dec-10
1787,985,28,23,925,5,809,15-Dec-10
1788,787,26,13,1070,6,795,16-Dec-10
1789,789,27,22,1110,7,810,17-Dec-10
1790,1309,19,15,605,1,795,18-Dec-10
1791,725,27,21,915,2,794,19-Dec-10
1792,1117,21,20,548,3,793,20-Dec-10
1793,1220,19,15,539,4,798,21-Dec-10
1794,986,25,15,921,5,805,22-Dec-10
1795,713,26,18,1086,6,791,23-Dec-10
1796,1293,22,13,772,7,798,24-Dec-10
1797,1018,20,22,543,1,807,25-Dec-10
1798,1241,22,21,533,2,795,26-Dec-10
1799,1318,23,25,552,3,810,27-Dec-10
1800,869,28,18,935,4,810,28-Dec-10
1801,924,31,19,947,5,790,29-Dec-10
1802,1252,20,23,617,6,792,30-Dec-10
1803,908,25,22,1087,7,800,31-Dec-10
1804,864,28,22,886,1,803,01-Jan-11
1805,1405,20,10,543,2,809,02-Jan-11
1806,1443,20,12,594,3,802,03-Jan-11
1807,765,26,20,904,4,800,04-Jan-11
1808,613,33,11,977,5,797,05-Jan-11
1809,728,26,12,1108,6,810,06-Jan-11
1810,978,27,22,1071,7,791,07-Jan-11
1811,1139,21,24,524,1,808,08-Jan-11
1812,1148,22,17,527,2,807,09-Jan-11
1813,784,25,16,950,3,794,10-Jan-11
1814,1370,19,21,567,4,808,11-Jan-11
1815,976,30,10,956,5,800,12-Jan-11
1816,1054,19,10,704,6,792,13-Jan-11
1817,1211,23,22,732,7,807,14-Jan-11
1818,738,25,21,940,1,790,15-Jan-11
1819,1420,19,13,542,2,802,16-Jan-11
1820,879,32,24,944,3,791,17-Jan-11
1821,667,26,18,1004,4,807,18-Jan-11
1822,997,27,12,982,5,796,19-Jan-11
1823,505,27,12,1175,6,792,20-Jan-11
1824,518,31,19,1075,7,800,21-Jan-11
1825,1024,21,12,596,1,808,22-Jan-11
1826,653,30,16,937,2,792,23-Jan-11
1827,1402,20,15,548,3,791,24-Jan-11
1828,617,26,22,888,4,790,25-Jan-11
1829,1399,19,22,505,5,808,26-Jan-11
1830,1364,19,23,710,6,798,27-Jan-11
1831,1128,19,22,713,7,803,28-Jan-11
1832,617,30,14,1003,1,792,29-Jan-11
1833,1413,19,15,609,2,794,30-Jan-11
1834,1294,20,10,606,3,809,31-Jan-11
1835,1450,19,14,536,4,795,01-Feb-11
1836,1067,23,25,537,5,808,02-Feb-11
1837,1369,20,17,681,6,795,03-Feb-11
1838,1072,20,21,660,7,790,04-Feb-11
1839,663,32,23,876,1,803,05-Feb-11
1840,1488,22,17,553,2,802,06-Feb-11
1841,527,26,16,966,3,804,07-Feb-11
1842,1013,20,20,576,4,790,08-Feb-11
1843,1177,21,10,610,5,805,09-Feb-11
1844,936,27,20,1069,6,799,10-Feb-11
1845,579,27,12,1113,7,797,11-Feb-11
1846,919,29,19,954,1,791,12-Feb-11
1847,626,29,18,923,2,791,13-Feb-11
1848,1022,23,11,534,3,805,14-Feb-11
1849,770,30,15,996,4,806,15-Feb-11
1850,1159,23,22,537,5,795,16-Feb-11
1851,1249,21,11,711,6,808,17-Feb-11
1852,1340,21,22,629,7,793,18-Feb-11
1853,1285,23,10,584,1,791,19-Feb-11
1854,600,28,18,958,2,808,20-Feb-11
1855,967,34,12,916,3,799,21-Feb-11
1856,845,28,22,967,4,804,22-Feb-11
1857,1254,23,22,532,5,792,23-Feb-11
1858,908,34,23,1145,6,807,24-Feb-11
1859,620,34,13,1095,7,800,25-Feb-11
1860,1467,22,22,501,1,809,26-Feb-11
1861,957,25,11,917,2,810,27-Feb-11
1862,1058,23,15,515,3,794,28-Feb-11
1863,581,26,23,871,4,808,01-Mar-11
1864,1060,23,22,535,5,807,02-Mar-11
1865,581,25,16,1125,6,791,03-Mar-11
1866,1310,23,11,699,7,792,04-Mar-11
1867,1217,23,16,510,1,794,05-Mar-11
1868,997,27,22,913,2,801,06-Mar-11
1869,835,25,12,935,3,809,07-Mar-11
1870,1169,23,16,614,4,810,08-Mar-11
1871,1360,21,25,535,5,791,09-Mar-11
1872,699,30,17,1034,6,808,10-Mar-11
1873,938,32,19,1140,7,795,11-Mar-11
1874,1348,23,12,563,1,810,12-Mar-11
1875,1257,22,18,526,2,791,13-Mar-11
1876,1190,19,14,581,3,794,14-Mar-11
1877,1007,19,10,596,4,808,15-Mar-11
1878,1212,20,15,521,5,798,16-Mar-11
1879,1194,20,24,630,6,799,17-Mar-11
1880,935,30,12,1135,7,805,18-Mar-11
1881,1042,23,23,473,1,793,19-Mar-11
1882,1342,23,14,580,2,806,20-Mar-11
1883,1266,23,19,535,3,791,21-Mar-11
1884,694,33,17,1010,4,797,22-Mar-11
1885,1084,20,11,589,5,807,23-Mar-11
1886,1468,19,14,674,6,798,24-Mar-11
